euro,1996,england,png
world_cup,1998,france,png
euro,2000,belgium netherlands,png
world_cup,2002,korea japan,png
euro,2004,portugal,jpg
world_cup,2006,germany,png
euro,2008,austria switzerland,png
world_cup,2010,south_africa,png
euro,2012,poland ukraine,jpg
